time,XL_430_base_Revolute-29,XL_430_shoulder_Revolute-30,XL_430_upper_Revolute-31,XL_430_lower_Revolute-32
0.0,-0.3490658503988659,-0.3490658503988659,0.0,0.2617993877991494
0.1,-0.34906557519421366,-0.3440668397180902,-5.574651766960313e-07,0.25679938779914946
0.2,-0.34906474958025696,-0.3290698076757631,-2.2298607067841255e-06,0.24179938779914942
0.30000000000000004,-0.3490633735569958,-0.30407475427188463,-5.017186590264269e-06,0.21679938779914953
0.4,-0.34906144712443016,-0.269081679506455,-8.919442827136451e-06,0.18179938779914984
0.5,-0.3490589702828091,-0.22409058790314285,-1.3936628912943306e-05,0.1367993923237143
0.6000000000000001,-0.3490559430330348,-0.16910149585149503,-2.0068743020002877e-05,0.08179941776563329
0.7000000000000001,-0.3490523653740594,-0.10411438431674029,-2.731578727097958e-05,0.01679944508636854
0.8,-0.3490482373062459,-0.029129259889964655,-3.56777609308678e-05,-0.058200519121689546
0.9,-0.34904378712253215,0.05170700408899649,-4.4692225003884345e-05,-0.1390527808400198
1.0,-0.3490398176018638,0.12381216676492654,-5.2733039440711295e-05,-0.2111722133441541
1.1,-0.34903639849049994,0.18591930807930537,-5.96589235241462e-05,-0.2732916458482887
1.2,-0.34903352978844054,0.2380284280321331,-6.546987725418908e-05,-0.3254110783524235
1.3,-0.34903121149568556,0.28013952662340935,-7.016590063083989e-05,-0.3675305108565583
1.4,-0.3490294436122351,0.3122526038531345,-7.374699365409867e-05,-0.3996499433606933
1.5,-0.3490282261380891,0.3343676597213082,-7.621315632396538e-05,-0.4217693758648284
1.6,-0.3490275590732475,0.3464846942279307,-7.756438864044005e-05,-0.4338888083689636
1.671194325,-0.3490274195821391,0.34901850873747786,-7.784694721922279e-05,-0.4364231243280105
