time,XL_430_base_Revolute-29,XL_430_shoulder_Revolute-30,XL_430_upper_Revolute-31,XL_430_lower_Revolute-32
0.0,1.4835298641951802,0.4886921905584123,0.0,-0.4886921905584123
0.1,1.48852986419518,0.48869246930393617,1.0134670966084124e-07,-0.4886923595661865
0.2,1.5035298641951802,0.488693305540508,4.0538683864336416e-07,-0.48869286658950917
0.30000000000000004,1.5285298641951799,0.4886946992681276,9.121203869475677e-07,-0.48869371162838027
0.4,1.5635298641951798,0.48869665048679506,1.6215473545734556e-06,-0.4886948946827998
0.5,1.6085298641951802,0.48869915919651036,2.5336677415210288e-06,-0.4886964157527678
0.6000000000000001,1.6635298641951803,0.4887022253972735,3.648481547790288e-06,-0.4886982748382842
0.7000000000000001,1.7285298625017662,0.4887058490889901,4.965988739056837e-06,-0.48870047193929184
0.8,1.803529848230224,0.48871003027105336,6.486189094694687e-06,-0.48870300705542274
0.9,1.888529833958682,0.4887147689441644,8.209082869654226e-06,-0.48870588018710204
1.0,1.9835297448210418,0.48872006510414956,1.0134668546448903e-05,-0.48870909133179924
1.1,2.083529703483431,0.48872564001232355,1.2161601901779551e-05,-0.48871247148588637
1.2,2.1835297034834382,0.48873121492280197,1.418853609499652e-05,-0.4887158516413708
1.3,2.283529703483445,0.4887367898332805,1.621547028821349e-05,-0.4887192317968553
1.4,2.3835297034834517,0.48874236474375893,1.8242404481430462e-05,-0.4887226119523396
1.5,2.483529703483459,0.4887479396542374,2.0269338674647427e-05,-0.4887259921078241
1.6,2.5835297034834657,0.48875351456471583,2.2296272867864397e-05,-0.4887293722633085
1.7000000000000002,2.6826476307933875,0.48875904030043144,2.4305328028116994e-05,-0.4887327226033644
1.8,2.7734474577253287,0.4887641023094975,2.6145780767582207e-05,-0.4887357917786943
1.9,2.8542472846572693,0.4887686068275157,2.7783540087725724e-05,-0.48873852293847575
2.0,2.9250471115892096,0.4887725538544861,2.9218605988547564e-05,-0.4887409160827087
2.1,2.985846938521151,0.48877594339040864,3.045097847004774e-05,-0.48874297121139326
2.2,3.0366467654530918,0.4887787754352833,3.1480657532226214e-05,-0.48874468832452933
2.3,3.0774465923850305,0.4887810499891101,3.230764317508298e-05,-0.488746067422117
2.4,3.1082464193169703,0.48878276705188906,3.293193539861805e-05,-0.48874710850415626
2.5,3.12904624624891,0.48878392662362025,3.335353420283147e-05,-0.48874781157064706
2.6,3.1398460731808506,0.4887845287043035,3.3572439587723206e-05,-0.48874817662158937
2.657998269,3.1415279728028733,0.48878462246870175,3.360653058625757e-05,-0.4887482334724117
