time,XL_430_base_Revolute-29,XL_430_shoulder_Revolute-30,XL_430_upper_Revolute-31,XL_430_lower_Revolute-32
0.0,-1.5707963267948966,0.3490658503988659,0.0,-0.4363323129985824
0.1,-1.5707964460533914,0.3440658503988659,3.5609381102567376e-08,-0.43133318629807776
0.2,-1.570796803828876,0.32906585039886593,1.4243752441026937e-07,-0.416335806196564
0.30000000000000004,-1.5707974001213505,0.304065850398866,3.20484429923106e-07,-0.3913401726940411
0.4,-1.5707982349308147,0.2690658503988661,5.697500976410775e-07,-0.3563462857905089
0.5,-1.5707993082571607,0.22406585492456357,8.902344953327273e-07,-0.31135415001087446
0.6000000000000001,-1.5708006200999978,0.16906588037319845,1.2819375062189416e-06,-0.2563637817495138
0.7000000000000001,-1.5708021704597792,0.10406590769884437,1.74485926594245e-06,-0.19137516196382715
0.8,-1.5708039593363492,0.02906594348789033,2.2789997275958064e-06,-0.11638829723905314
0.9,-1.5708058878027047,-0.05178642502351433,2.8548202882693727e-06,-0.035550050394172965
1.0,-1.5708076079776543,-0.1239060233480979,3.3684471406102086e-06,0.036556951528645645
1.1,-1.5708090896356142,-0.1860256216726815,3.8108552307459106e-06,0.09866570005045504
1.2,-1.5708103327765843,-0.23814521999726476,4.182044558676474e-06,0.15077619517125487
1.3,-1.5708113374005643,-0.2802648183218476,4.482015124401901e-06,0.19288843689104507
1.4,-1.570812103507555,-0.31238441664643013,4.710766927922189e-06,0.22500242520982577
1.5,-1.5708126310975556,-0.3345040149710126,4.8682999692373435e-06,0.24711816012759721
1.6,-1.5708129201705667,-0.34662361329559516,4.954614248347362e-06,0.2592356416443595
1.671195983,-1.570812980621124,-0.3491580473107653,4.972664173692463e-06,0.2617696329955403
