time,XL_430_base_Revolute-29,XL_430_shoulder_Revolute-30,XL_430_upper_Revolute-31,XL_430_lower_Revolute-32
0.0,-1.5707963267948966,-0.3490658503988659,0.0,0.2617993877991494
0.1,-1.5657963267948967,-0.34906562389950774,1.0604942680387716e-08,0.26179939339997477
0.2,-1.5507963267948965,-0.3490649444014333,4.2419770721550924e-08,0.26179941020245084
0.30000000000000004,-1.5257963267948964,-0.3490638119046426,9.544448412348978e-08,0.2617994382065776
0.4,-1.4907963267948967,-0.34906222640913553,1.6967908288620375e-07,0.2617994774123551
0.5,-1.445796326794897,-0.3490601879149122,2.6512356700969287e-07,0.26179952781978333
0.6000000000000001,-1.3907963267948968,-0.3490576964219726,3.8177793649395774e-07,0.26179958942886217
0.7000000000000001,-1.325796327721989,-0.3490547519303586,5.196421893726468e-07,0.2617996622395907
0.8,-1.2507963399086632,-0.3490513544405385,6.787163037306666e-07,0.26179974625195745
0.9,-1.1657963520953367,-0.349047503952002,8.590003034494635e-07,0.2617998414659748
1.0,-1.0707963887117047,-0.349043200465856,1.0604941367139337e-06,0.26179994788161554
1.1,-0.9707964594559215,-0.34903867048189774,1.2725928402740158e-06,0.26180005989804334
1.2,-0.8707964594559134,-0.3490341404947348,1.4846916938817878e-06,0.2618001719145504
1.3,-0.7707964594559057,-0.3490296105075718,1.696790547489559e-06,0.26180028393105753
1.4,-0.6707964594558977,-0.34902508052040887,1.9088894010973305e-06,0.2618003959475646
1.5,-0.5707964594558899,-0.3490205505332459,2.1209882547051025e-06,0.2618005079640717
1.6,-0.4707964594558929,-0.34901602054608294,2.3330871083128508e-06,0.2618006199805788
1.7000000000000002,-0.3707964594558961,-0.34901149055892,2.545185961920599e-06,0.2618007319970859
1.8,-0.2707964594558995,-0.34900696057175706,2.7572848155283465e-06,0.26180084401359294
1.9,-0.17079645945590238,-0.34900243058459407,2.969383669136095e-06,0.26180095603010006
2.0,-0.07401206356952736,-0.34899804626388475,3.174662263282288e-06,0.2618010644445997
2.1,0.012968455008810859,-0.3489941060575589,3.3591469460490233e-06,0.2618011618771385
2.2,0.08994897358713247,-0.3489906188499493,3.522421743454948e-06,0.2618012481080265
2.3,0.15692949216546415,-0.348987584641056,3.6644866555001185e-06,0.26180132313726384
2.4,0.21391001074378072,-0.348985003430879,3.7853416821844814e-06,0.2618013869648505
2.5,0.2608905293221067,-0.3489828752194183,3.8849868235080896e-06,0.26180143959078644
2.6,0.29787104790042446,-0.34898120000667393,3.963422079470905e-06,0.26180148101507167
2.7,0.32485156647874636,-0.34897997779264583,4.0206474500729525e-06,0.2618015112377062
2.8,0.3418320850570696,-0.34897920857733405,4.056662935314228e-06,0.26180153025868996
2.9,0.3488126036353915,-0.34897889236073854,4.071468535194725e-06,0.2618015380780231
2.919805185,0.3490087263273442,-0.34897888347640577,4.0718845091760214e-06,0.26180153829771285
